,Lex,Example,ConstrPattern,arg_num
354,обеспокоить,"Меня беспокоит, почему у него так долго держится температура",Sacc Vimpers Rel + CL,2
355,метнуться,Девушка метнулась в сторону ,Snom V {ADV / PRкуда + Sx},2
356,метнуться, Пассажиры метались взад и вперед ,Snom V {ADV / PRкуда + Sx},2
357,успокаиваться,Писатели не должны успокаиваться на достигнутом,Snom V на + Sloc,2
358,успокаиваться, Он получил степень кандидата наук и на этом успокоился,Snom V на + Sloc,2
359,прорезаться,У нас только прорезались молочные зубки,у + Sgen V [Snom],2
360,обеспокоить,Твое долгое молчание беспокоит меня,Snom V Sacc,2
361,обеспокоить, Его болезнь обеспокоила друзей,Snom V Sacc,2
362,обеспокоить, Судьба детей беспокоит родителей,Snom V Sacc,2
363,застонать,"Баладжанов стонал от боли, но сознание не терял",Snom V от + Sgen,2
