,sent_text,target,argument,label
208,The alliance became known as the Delian League .,became,alliance,entity
209,The alliance became known as the Delian League .,became,Delian,final_quality
210,The alliance became known as the Delian League .,known,alliance,entity
211,The alliance became known as the Delian League .,known,Delian,name
212,"In 431 b.c. , Athens began a war with its neighbor and league member Sparta .",began,b.c,time
213,"In 431 b.c. , Athens began a war with its neighbor and league member Sparta .",began,Athens,agent
214,"Although the islands saw little action , as the war went on they could see that Athens was slowly losing its power .",saw,islands,perceiver_passive
215,"Although the islands saw little action , as the war went on they could see that Athens was slowly losing its power .",saw,action,phenomenon
216,"Although the islands saw little action , as the war went on they could see that Athens was slowly losing its power .",see,they,cognizer
217,"Although the islands saw little action , as the war went on they could see that Athens was slowly losing its power .",see,war,time
218,"Although the islands saw little action , as the war went on they could see that Athens was slowly losing its power .",losing,power,earnings
219,"Although the islands saw little action , as the war went on they could see that Athens was slowly losing its power .",losing,Athens,earner
220,"Before the end of the war in 401 b.c. , many islands had already transferred their allegiance to the victors , who were led by Philip II of Macedon .",transferred,islands,donor
221,"Before the end of the war in 401 b.c. , many islands had already transferred their allegiance to the victors , who were led by Philip II of Macedon .",transferred,allegiance,theme
222,"Before the end of the war in 401 b.c. , many islands had already transferred their allegiance to the victors , who were led by Philip II of Macedon .",transferred,victors,recipient
223,"Before the end of the war in 401 b.c. , many islands had already transferred their allegiance to the victors , who were led by Philip II of Macedon .",led,victors,governed
224,"Before the end of the war in 401 b.c. , many islands had already transferred their allegiance to the victors , who were led by Philip II of Macedon .",led,Philip,leader
225,"He was followed in 336 b.c. by his son Alexander the Great , one of the most remarkable leaders in history .",followed,He,landmark_occasion
226,"He was followed in 336 b.c. by his son Alexander the Great , one of the most remarkable leaders in history .",followed,b.c,interval
227,His rise to power ushered in the Hellenistic period .,ushered,period,indicated
228,His rise to power ushered in the Hellenistic period .,ushered,rise,indicator
229,"Although in 88 b.c. , Mithradates made a swift and successful raid from the East across Asia Minor and the Aegean Islands , the next major power change brought influence from the West .",brought,power,cause
230,"Although in 88 b.c. , Mithradates made a swift and successful raid from the East across Asia Minor and the Aegean Islands , the next major power change brought influence from the West .",brought,influence,effect
231,"In a.d. 95 , St. John arrived on Patmos , a small rocky island in the Dodecanese , as a political prisoner .",arrived,St.,theme
232,"In a.d. 95 , St. John arrived on Patmos , a small rocky island in the Dodecanese , as a political prisoner .",arrived,prisoner,depictive
233,"In an attempt to counter a threat from the Saracen Muslims , a new potent religious force from the East , the Byzantine army forcefully enlisted the men of the islands .",enlisted,Byzantine,group
234,"In an attempt to counter a threat from the Saracen Muslims , a new potent religious force from the East , the Byzantine army forcefully enlisted the men of the islands .",enlisted,men,new_member
235,"Unfortunately , their zeal was not matched by their discrimination .",matched,discrimination,standard_attribute
236,"Unfortunately , their zeal was not matched by their discrimination .",matched,zeal,profiled_item
237,"Constantinople was taken by Crusader forces in 1204 , and they stripped the city of many of its finest treasures -- which now grace the public buildings of Venice -- although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .",stripped,they,agent
238,"Constantinople was taken by Crusader forces in 1204 , and they stripped the city of many of its finest treasures -- which now grace the public buildings of Venice -- although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .",stripped,city,source
239,"Constantinople was taken by Crusader forces in 1204 , and they stripped the city of many of its finest treasures -- which now grace the public buildings of Venice -- although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .",taken,Constantinople,theme
240,"Constantinople was taken by Crusader forces in 1204 , and they stripped the city of many of its finest treasures -- which now grace the public buildings of Venice -- although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .",taken,Crusader,conqueror
241,"To counter this , the populations moved from their homes on the coast and built settlements inland , out of sight of the raiding parties .",built,settlements,created_entity
242,"To counter this , the populations moved from their homes on the coast and built settlements inland , out of sight of the raiding parties .",built,populations,agent
243,A force was gaining strength in the east to threaten their new bases .,gaining,force,recipient
244,A force was gaining strength in the east to threaten their new bases .,gaining,strength,theme
245,A force was gaining strength in the east to threaten their new bases .,gaining,east,place
246,A force was gaining strength in the east to threaten their new bases .,gaining,bases,purpose
247,"In 1453 , they took Constantinople , and immediately made it their capital , renaming it Istanbul .",took,they,conqueror
248,"In 1453 , they took Constantinople , and immediately made it their capital , renaming it Istanbul .",took,Constantinople,theme
249,"They then set their sights on the islands of the Knights of St. John and , after an unsuccessful siege in 1480 , they finally ejected the knights from the Dodecanese in 1522 .",ejected,they,agent
250,"They then set their sights on the islands of the Knights of St. John and , after an unsuccessful siege in 1480 , they finally ejected the knights from the Dodecanese in 1522 .",ejected,knights,theme
251,"They then set their sights on the islands of the Knights of St. John and , after an unsuccessful siege in 1480 , they finally ejected the knights from the Dodecanese in 1522 .",ejected,Dodecanese,source
252,"In 1566 , they wrested Chios from the Genoese , bolstering their hold on the eastern Aegean Islands , but the Cyclades remained in Venetian hands for another generation or more -- Tinos was the last to fall in 1715 .",remained,Cyclades,entity
253,"In 1566 , they wrested Chios from the Genoese , bolstering their hold on the eastern Aegean Islands , but the Cyclades remained in Venetian hands for another generation or more -- Tinos was the last to fall in 1715 .",remained,hands,state
